,Location Name,Phone Number,Street Address,City,State,Website,Insurance Accepted,Walk-Ins Accepted,Last Updated,Latitude,Longitude
6474,MinuteClinic #20028,1-866-389-2727,7955 TUCKERMAN LN,ROCKVILLE,MD,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,39.041331,-77.157421
6476,SAFEWAY PHARMACY #1935,503-364-1520,5660 COMMERCIAL ST SE,Salem,OR,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,44.872948,-123.02428
6478,"CVS Pharmacy, Inc. #11070",763-315-1935,4400 OAK GROVE PARKWAY,BROOKLYN PARK,MN,https://www.cvs.com/store-locator/details-directions/011070,True,True,2024-08-01,45.131038,-93.336806
6479,Stop & Shop #55,508-427-6582,932 NORTH MONTELLO STREET,BROCKTON,MA,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,42.108895,-71.02619
6480,"CVS Pharmacy, Inc. #11226",212-601-3748,387 PARK AVE SOUTH,NEW YORK,NY,https://www.cvs.com/store-locator/details-directions/011226,True,True,2024-08-01,40.742901,-73.984138
6482,"CVS Pharmacy, Inc. #1547",804-796-9084,6400 CENTRALIA ROAD,CHESTERFIELD,VA,https://www.cvs.com/store-locator/details-directions/001547,True,True,2024-08-01,37.374276,-77.500936
6483,Walmart Inc #10-0556,912-285-3939,2425 Memorial Dr,Waycross,GA,https://www.walmart.com/store/556,True,True,2024-08-01,31.198055,-82.32094
6487,Walmart Inc #24-Oct,480-448-4329,1900 East Chandler Blvd,Chandler,AZ,https://www.walmart.com/store/4324,True,True,2024-08-01,33.307915,-111.80851
6488,Rite Aid #RA111048,610-838-7371,110 MAIN STREET,HELLERTOWN,PA,https://www.riteaid.com,True,False,2024-08-01,40.573075,-75.341656
6490,"CVS Pharmacy, Inc. #16191",763-553-1757,4175 VINEWOOD LN N,PLYMOUTH,MN,https://www.cvs.com/store-locator/details-directions/016191,True,True,2024-08-01,45.031727,-93.45073
6491,"CVS Pharmacy, Inc. #488",413-737-6346,970 ST. JAMES AVE.,SPRINGFIELD,MA,https://www.cvs.com/store-locator/details-directions/000488,True,True,2024-08-01,42.134801,-72.568946
6492,Walmart Inc #10-0127,501-337-1170,1910 Martin Luther King Blvd,Malvern,AR,https://www.walmart.com/store/127,True,True,2024-08-01,34.390807,-92.832625
6493,"CVS Pharmacy, Inc. #4645",407-294-4009,2351 S HIAWASSEE RD,ORLANDO,FL,https://www.cvs.com/store-locator/details-directions/004645,True,True,2024-08-01,28.517417,-81.482434
6495,"CVS Pharmacy, Inc. #7640",972-227-2145,1225 N BLUEGROVE RD,LANCASTER,TX,https://www.cvs.com/store-locator/details-directions/007640,True,True,2024-08-01,32.603539,-96.78893
6496,Walmart Inc #Oct-90,530-668-1457,1720 E Main St,Woodland,CA,https://www.walmart.com/store/2190,True,True,2024-08-01,38.675764,-121.741301
6498,"CVS Pharmacy, Inc. #10641",972-347-9043,2451 E. UNIVERSITY DRIVE,PROSPER,TX,https://www.cvs.com/store-locator/details-directions/010641,True,True,2024-08-01,33.219396,-96.766882
6500,"CVS Pharmacy, Inc. #3277",239-482-7463,5990 S POINTE BLVD,FORT MYERS,FL,https://www.cvs.com/store-locator/details-directions/003277,True,True,2024-08-01,26.557325,-81.903592
6501,Walmart Inc #10-1505,606-432-6180,254 Cassidy Blvd,Pikeville,KY,https://www.walmart.com/store/1505,True,True,2024-08-01,37.507073,-82.540397
6503,Food Lion #1685,919-553-5945,50 Neuse River Parkway Ste. 11,Clayton,NC,https://foodlionsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,35.64935,-78.394407
6504,"CVS Pharmacy, Inc. #16663",256-766-9839,372 COX CREEK PKWY,FLORENCE,AL,https://www.cvs.com/store-locator/details-directions/016663,True,True,2024-08-01,34.842085,-87.633908
6505,MinuteClinic #20808,1-866-389-2727,11900 W 135TH ST,OVERLAND PARK,KS,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,38.886726,-94.724438
6506,Walmart Inc #10-1612,520-573-3167,1650 W Valencia Rd,Tucson,AZ,https://www.walmart.com/store/1612,True,True,2024-08-01,32.135506,-111.001307
6507,"CVS Pharmacy, Inc. #9738",562-692-7706,11735 WHITTIER BOULEVARD,WHITTIER,CA,https://www.cvs.com/store-locator/details-directions/009738,True,True,2024-08-01,33.98233,-118.051084
6508,Publix Super Markets Inc. #1401,850-402-0808,3122 Mahan Dr.,Tallahassee,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,30.461866,-84.224916
6509,"CVS Pharmacy, Inc. #16692",636-536-6215,40 THF BLVD,CHESTERFIELD,MO,https://www.cvs.com/store-locator/details-directions/016692,True,True,2024-08-01,38.666396,-90.585245
6510,MinuteClinic #21511,1-866-389-2727,151 FRANKLIN ST,WESTERLY,RI,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,41.356996,-71.808629
6511,Walmart Inc #Oct-90,317-614-4051,5550 Fall Creek Parkway N Dr.,Indianapolis,IN,https://www.walmart.com/store/6390,True,True,2024-08-01,39.85397,-86.084654
6512,Walmart Inc #Oct-55,510-669-0386,1400 Hilltop Mall Rd,Richmond,CA,https://www.walmart.com/store/3455,True,True,2024-08-01,37.979968,-122.328378
6513,H-E-B #139,361-854-8441,5801 WEBER ROAD,CORPUS CHRISTI,TX,https://vaccine.heb.com/,False,True,2024-08-01,27.71185,-97.405355
6515,Giant Food #342,301-630-7810,4119 BRANCH AVE,TEMPLE HILLS,MD,https://giantfoodsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,38.832425,-76.944411
6516,Walmart Inc #Oct-61,402-697-1742,12850 L St,Omaha,NE,https://www.walmart.com/store/5361,True,True,2024-08-01,41.214855,-96.114434
6517,"CVS Pharmacy, Inc. #3770",706-234-5331,911 SHORTER AVE. SW,ROME,GA,https://www.cvs.com/store-locator/details-directions/003770,True,True,2024-08-01,34.266668,-85.205926
6518,"CVS Pharmacy, Inc. #17039",904-248-4364,13740 BEACH BLVD,JACKSONVILLE,FL,https://www.cvs.com/store-locator/details-directions/017039,True,True,2024-08-01,30.284868,-81.456222
6519,"CVS Pharmacy, Inc. #8186",313-272-5256,18500 GRAND RIVER,DETROIT,MI,https://www.cvs.com/store-locator/details-directions/008186,True,True,2024-08-01,42.40284,-83.222911
6521,"CVS Pharmacy, Inc. #3255",352-373-2507,3404 SW ARCHER RD,GAINESVILLE,FL,https://www.cvs.com/store-locator/details-directions/003255,True,True,2024-08-01,29.627129,-82.37327
6524,Walmart Inc #10-0529,409-986-7726,6410 Interstate 45,La Marque,TX,https://www.walmart.com/store/529,True,True,2024-08-01,29.402856,-95.03676
6525,MinuteClinic #20932,1-866-389-2727,2045 DIXWELL AVE,HAMDEN,CT,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,41.367207,-72.919157
6526,"CVS Pharmacy, Inc. #2154",516-221-7694,2145 BELLMORE AVENUE,BELLMORE,NY,https://www.cvs.com/store-locator/details-directions/002154,True,True,2024-08-01,40.670748,-73.524856
6528,"CVS Pharmacy, Inc. #16640",845-692-3721,1 N GALLERIA DR,MIDDLETOWN,NY,https://www.cvs.com/store-locator/details-directions/016640,True,True,2024-08-01,41.452216,-74.369325
6529,"CVS Pharmacy, Inc. #7509",540-635-1601,800 JOHN MARSHALL HWY,FRONT ROYAL,VA,https://www.cvs.com/store-locator/details-directions/007509,True,True,2024-08-01,38.911028,-78.183919
6531,"CVS Pharmacy, Inc. #16616",610-276-0043,2250 CHEMICAL RD,PLYMOUTH MEETING,PA,https://www.cvs.com/store-locator/details-directions/016616,True,True,2024-08-01,40.105599,-75.292229
6532,Walmart Inc #10-0321,979-830-1023,203 Highway 290 W,Brenham,TX,https://www.walmart.com/store/321,True,True,2024-08-01,30.143243,-96.389178
6534,Hannaford #8353,802-878-0119,21-A ESSEX WAY,ESSEX JUNCTION,VT,https://hannafordsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,44.507145,-73.08401
6536,"CVS Pharmacy, Inc. #3347",216-371-0877,13956 CEDAR RD.,UNIVERSITY HEIGHTS,OH,https://www.cvs.com/store-locator/details-directions/003347,True,True,2024-08-01,41.500882,-81.537701
6537,"CVS Pharmacy, Inc. #1099",337-477-9068,4828 NELSON RD.,LAKE CHARLES,LA,https://www.cvs.com/store-locator/details-directions/001099,True,True,2024-08-01,30.169263,-93.249956
6538,"CVS Pharmacy, Inc. #16627",951-696-7612,41040 CALIFORNIA OAKS RD,MURRIETA,CA,https://www.cvs.com/store-locator/details-directions/016627,True,True,2024-08-01,33.565898,-117.20312
6540,MinuteClinic #20691,1-866-389-2727,1914 SWIFT AVE,KANSAS CITY,MO,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,39.142389,-94.577658
6541,"CVS Pharmacy, Inc. #133",203-255-1089,698 POST RD.,FAIRFIELD,CT,https://www.cvs.com/store-locator/details-directions/000133,True,True,2024-08-01,41.149216,-73.247509
6544,Walmart Inc #26-Oct,303-305-1115,16746 E Smoky Hill Rd,Centennial,CO,https://www.walmart.com/store/3126,True,True,2024-08-01,39.625198,-104.793939
6545,"CVS Pharmacy, Inc. #10193",636-639-1133,1550 WENTZVILLE PARKWAY,WENTZVILLE,MO,https://www.cvs.com/store-locator/details-directions/010193,True,True,2024-08-01,38.823891,-90.876228
6546,Giant #6051,610-594-0851,141 EAST SWEDESFORD ROAD,EXTON,PA,https://giantsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.035254,-75.627537
6547,"CVS Pharmacy, Inc. #16204",901-214-0800,9235 POPLAR AVE,GERMANTOWN,TN,https://www.cvs.com/store-locator/details-directions/016204,True,True,2024-08-01,35.064552,-89.75545
6548,Stop & Shop #639,203-375-5717,200 E MAIN STREET,STRATFORD,CT,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,41.203057,-73.117169
6549,"CVS Pharmacy, Inc. #8146",586-415-6565,15051 E. THIRTEEN MILE RD..,WARREN,MI,https://www.cvs.com/store-locator/details-directions/008146,True,True,2024-08-01,42.523515,-82.970217
6550,Publix Super Markets Inc. #561,770-426-3256,2500 Dallas Hghwy SW Suite 300,Marietta,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,33.948147,-84.625347
6551,Walmart Inc #10-1815,559-277-8274,4080 W Shaw Ave,Fresno,CA,https://www.walmart.com/store/1815,True,True,2024-08-01,36.810867,-119.864221
6552,"CVS Pharmacy, Inc. #632",978-937-9995,4 BROADWAY ROAD,DRACUT,MA,https://www.cvs.com/store-locator/details-directions/000632,True,True,2024-08-01,42.671411,-71.296424
6553,SAV-ON PHARMACY #3411,253-582-0648,8611 STEILACOOM BLVD. SW,Tacoma,WA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,47.1804,-122.551965
6554,"CVS Pharmacy, Inc. #6742",281-452-7184,814 SHELDON RD,CHANNELVIEW,TX,https://www.cvs.com/store-locator/details-directions/006742,True,True,2024-08-01,29.788872,-95.12403
6556,"CVS Pharmacy, Inc. #9697",310-456-9645,23841 MALIBU ROAD,MALIBU,CA,https://www.cvs.com/store-locator/details-directions/009697,True,True,2024-08-01,34.033972,-118.694926
6557,"CVS Pharmacy, Inc. #5417",706-232-5270,1201 TURNER MCCALL BLVD.,ROME,GA,https://www.cvs.com/store-locator/details-directions/005417,True,True,2024-08-01,34.255706,-85.164359
6558,"CVS Pharmacy, Inc. #3654",727-864-1546,3501 54TH AVE S,SAINT PETERSBURG,FL,https://www.cvs.com/store-locator/details-directions/003654,True,True,2024-08-01,27.719865,-82.68077
6559,"CVS Pharmacy, Inc. #3651",516-326-3811,372 JERICHO TURNPIKE,FLORAL PARK,NY,https://www.cvs.com/store-locator/details-directions/003651,True,True,2024-08-01,40.729725,-73.696341
6560,Walmart Inc #Oct-95,954-472-3305,1885 N Pine Island Rd,Plantation,FL,https://www.walmart.com/store/4595,True,True,2024-08-01,26.149367,-80.270201
6562,"CVS Pharmacy, Inc. #327",954-981-0300,6665 TAFT ST,HOLLYWOOD,FL,https://www.cvs.com/store-locator/details-directions/000327,True,True,2024-08-01,26.02588,-80.222328
6563,"CVS Pharmacy, Inc. #479",973-318-7594,"265 LONG AVE, SHOP RITE S/C",HILLSIDE,NJ,https://www.cvs.com/store-locator/details-directions/000479,True,True,2024-08-01,40.69878,-74.231047
6564,Walmart Inc #10-0446,936-348-2659,1620 E Main St,Madisonville,TX,https://www.walmart.com/store/446,True,True,2024-08-01,30.956775,-95.894341
6565,Publix Super Markets Inc. #212,561-622-3959,10913 N Military Trl,Palm Beach Gardens,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,26.839773,-80.106464
6566,Giant Food #762,703-430-1818,21800 TOWNCENTER PLAZA,STERLING,VA,https://giantfoodsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,39.012702,-77.371385
6567,Walmart Inc #10-1519,740-286-6860,100 Walmart Dr,Jackson,OH,https://www.walmart.com/store/1519,True,True,2024-08-01,39.031749,-82.621838
6568,Walmart Inc #Oct-99,919-269-2881,841 E Gannon Ave,Zebulon,NC,https://www.walmart.com/store/4499,True,True,2024-08-01,35.831699,-78.296907
6569,Walmart Inc #3-Oct,908-979-9651,1885 Route 57 Ste 100,Hackettstown,NJ,https://www.walmart.com/store/2503,True,True,2024-08-01,40.8206,-74.838285
6570,H-E-B #426,972-923-2297,800 HWY 77,WAXAHACHIE,TX,https://vaccine.heb.com/,False,True,2024-08-01,32.411719,-96.839957
6572,SAFEWAY PHARMACY #1873,303-280-8218,771 Thornton Parkway,Thornton,CO,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,39.872346,-104.975818
6573,"CVS Pharmacy, Inc. #3914",858-385-0798,11655 DUENDA RD,SAN DIEGO,CA,https://www.cvs.com/store-locator/details-directions/003914,True,True,2024-08-01,33.032336,-117.0795
6574,Walmart Inc #10-1933,870-845-1573,1710 S 4Th St,Nashville,AR,https://www.walmart.com/store/33,True,True,2024-08-01,33.925422,-93.857418
6575,"CVS Pharmacy, Inc. #8925",512-263-8750,14057 BEE CAVE PKWY.,BEE CAVE,TX,https://www.cvs.com/store-locator/details-directions/008925,True,True,2024-08-01,30.31063,-97.964012
6576,MinuteClinic #20264,1-866-389-2727,16712 JEFFERSON DAVIS HWY,DUMFRIES,VA,https://www.cvs.com/minuteclinic/clinic-locator/,True,True,2024-08-01,38.58916,-77.305787
6577,"CVS Pharmacy, Inc. #1258",617-367-0441,191-193 CAMBRIDGE STREET,BOSTON,MA,https://www.cvs.com/store-locator/details-directions/001258,True,True,2024-08-01,42.362109,-71.065687
6578,Publix Super Markets Inc. #764,770-516-0686,4290 Bells Ferry Road NW,Kennesaw,GA,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,34.055232,-84.553504
6579,SAV-ON PHARMACY #2855,609-884-1761,3845 BAYSHORE ROAD,North Cape May,NJ,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,38.974783,-74.940058
6580,"CVS Pharmacy, Inc. #4002",412-921-2060,70 W. STEUBEN ST.,PITTSBURGH,PA,https://www.cvs.com/store-locator/details-directions/004002,True,True,2024-08-01,40.439042,-80.069816
6582,"CVS Pharmacy, Inc. #3125",770-993-0194,895 HOLCOMB BRIDGE ROAD,ROSWELL,GA,https://www.cvs.com/store-locator/details-directions/003125,True,True,2024-08-01,34.028123,-84.336251
6583,"CVS Pharmacy, Inc. #6158",614-268-8090,1211 MORSE RD.,COLUMBUS,OH,https://www.cvs.com/store-locator/details-directions/006158,True,True,2024-08-01,40.060608,-82.986527
6584,Walmart Inc #Oct-88,843-395-8467,251 Andover Pl,Darlington,SC,https://www.walmart.com/store/7188,True,True,2024-08-01,34.285669,-79.855851
6585,"CVS Pharmacy, Inc. #11003",843-972-6530,225 FAISON ROAD,MOUNT PLEASANT,SC,https://www.cvs.com/store-locator/details-directions/011003,True,True,2024-08-01,32.875452,-79.771342
6587,"CVS Pharmacy, Inc. #5069",850-926-3541,2668 CRAWFORDVILLE HWY,CRAWFORDVILLE,FL,https://www.cvs.com/store-locator/details-directions/005069,True,True,2024-08-01,30.192197,-84.372851
6588,Walmart Inc #Oct-54,860-376-0132,180 River Rd,Lisbon,CT,https://www.walmart.com/store/2854,True,True,2024-08-01,41.583366,-71.989405
6589,"CVS Pharmacy, Inc. #623",203-227-7343,397 POST ROAD EAST,WESTPORT,CT,https://www.cvs.com/store-locator/details-directions/000623,True,True,2024-08-01,41.140674,-73.351619
6590,"CVS Pharmacy, Inc. #9667",909-861-5551,300 SOUTH DIAMOND BAR BOULEVARD,DIAMOND BAR,CA,https://www.cvs.com/store-locator/details-directions/009667,True,True,2024-08-01,34.020552,-117.808709
6591,Walmart Inc #Oct-85,708-229-0892,2500 W 95th St,Evergreen Park,IL,https://www.walmart.com/store/5485,True,True,2024-08-01,41.722007,-87.686185
6593,"CVS Pharmacy, Inc. #4153",864-244-8893,2446 HUDSON RD,GREER,SC,https://www.cvs.com/store-locator/details-directions/004153,True,True,2024-08-01,34.894307,-82.288991
6594,"CVS Pharmacy, Inc. #17187",651-631-1450,1515 COUNTY ROAD B W,ROSEVILLE,MN,https://www.cvs.com/store-locator/details-directions/017187,True,True,2024-08-01,45.008043,-93.164372
6595,"CVS Pharmacy, Inc. #7910",559-294-6603,1794 ASHLAN AVE,CLOVIS,CA,https://www.cvs.com/store-locator/details-directions/007910,True,True,2024-08-01,36.793205,-119.682797
6596,Walmart Inc #17-Oct,209-826-9653,1575 W Pacheco Blvd,Los Banos,CA,https://www.walmart.com/store/2117,True,True,2024-08-01,37.053963,-120.878782
6597,"CVS Pharmacy, Inc. #52",480-598-6776,4657 E CHANDLER BLVD,PHOENIX,AZ,https://www.cvs.com/store-locator/details-directions/000052,True,True,2024-08-01,33.304506,-111.980847
6599,Publix Super Markets Inc. #713,904-223-5932,4765 Hodges Blvd.,Jacksonville,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,30.254232,-81.464611
6600,Publix Super Markets Inc. #1431,321-939-3106,29 Blake Blvd.,Celebration,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.331185,-81.526642
6601,"CVS Pharmacy, Inc. #6800",936-588-0666,15270 HWY 105 WEST,MONTGOMERY,TX,https://www.cvs.com/store-locator/details-directions/006800,True,True,2024-08-01,30.372802,-95.63393
6603,Walmart Inc #10-1634,320-632-3644,15091 18th St NE,Little Falls,MN,https://www.walmart.com/store/1634,True,True,2024-08-01,45.979854,-94.337821
6604,SAV-ON PHARMACY #2704,215-338-6601,6601 ROOSEVELT BLVD.,Philadelphia,PA,https://www.acmemarkets.com/vaccinations/home,True,True,2024-08-01,40.0357,-75.062666
6605,"CVS Pharmacy, Inc. #10566",304-743-5547,278 EAST MAIN STREET,MILTON,WV,https://www.cvs.com/store-locator/details-directions/010566,True,True,2024-08-01,38.433678,-82.124123
6606,"CVS Pharmacy, Inc. #8388",979-885-3538,802 MEYER STREET,SEALY,TX,https://www.cvs.com/store-locator/details-directions/008388,True,True,2024-08-01,29.775516,-96.15564
6609,"CVS Pharmacy, Inc. #5740",601-749-2213,1701 A HWY 43 N,PICAYUNE,MS,https://www.cvs.com/store-locator/details-directions/005740,True,True,2024-08-01,30.544538,-89.653269
6610,Walmart Inc #10-1587,209-524-4724,2225 Plaza Pkwy,Modesto,CA,https://www.walmart.com/store/1587,True,True,2024-08-01,37.672547,-121.037094
6612,"CVS Pharmacy, Inc. #16587",410-572-8518,125 E NORTH POINT DR,SALISBURY,MD,https://www.cvs.com/store-locator/details-directions/016587,True,True,2024-08-01,38.415464,-75.559728
6613,Walmart Inc #10-1542,989-732-8998,950 Edelweiss Village Pkwy,Gaylord,MI,https://www.walmart.com/store/1542,True,True,2024-08-01,45.022449,-84.690087
6614,HAGGEN PHARMACY #3600,425-377-7110,8915 Market Place Ne,Lake Stevens,WA,https://www.albertsons.com/vaccinations/home,True,True,2024-08-01,47.999016,-122.110668
6616,Walmart Inc #10-0577,913-829-5300,13600 S Alden St,Olathe,KS,https://www.walmart.com/store/577,True,True,2024-08-01,38.880867,-94.758481
6617,Publix Super Markets Inc. #1347,863-385-5523,3610 U.S. Highway 27 North,Sebring,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,27.515661,-81.495243
6618,"CVS Pharmacy, Inc. #4820",806-935-2387,100 NORTH DUMAS AVENUE,DUMAS,TX,https://www.cvs.com/store-locator/details-directions/004820,True,True,2024-08-01,35.865807,-101.972346
6620,"CVS Pharmacy, Inc. #9342",408-779-6981,16995 WALNUT GROVE DR.,MORGAN HILL,CA,https://www.cvs.com/store-locator/details-directions/009342,True,True,2024-08-01,37.129129,-121.638588
6622,"CVS Pharmacy, Inc. #16817",619-449-9682,9846 MISSION GORGE RD,SANTEE,CA,https://www.cvs.com/store-locator/details-directions/016817,True,True,2024-08-01,32.842352,-116.982483
6623,Walmart Inc #10-1800,972-279-8728,1801 Marketplace Dr,Garland,TX,https://www.walmart.com/store/1800,True,True,2024-08-01,32.86304,-96.651952
6624,"CVS Pharmacy, Inc. #17059",781-922-6031,36 FURLONG DR,REVERE,MA,https://www.cvs.com/store-locator/details-directions/017059,True,True,2024-08-01,42.40041,-71.000188
6625,SAFEWAY PHARMACY #3213,206-539-5500,15332 Aurora Ave N,Shoreline,WA,https://www.safeway.com/vaccinations/home,True,True,2024-08-01,47.740902,-122.343634
6626,Walmart Inc #10-0197,309-833-1456,1730 E Jackson St,Macomb,IL,https://www.walmart.com/store/197,True,True,2024-08-01,40.460999,-90.641444
6627,Walmart Inc #10-1103,281-440-0741,3450 Fm 1960 Rd W,Houston,TX,https://www.walmart.com/store/1103,True,True,2024-08-01,29.998163,-95.484014
6628,"CVS Pharmacy, Inc. #3475",304-366-6182,"300 FAIRMONT AVE,",FAIRMONT,WV,https://www.cvs.com/store-locator/details-directions/003475,True,True,2024-08-01,39.480471,-80.14783
6629,"CVS Pharmacy, Inc. #392",540-775-2284,11458 KINGS HIGHWAY,KING GEORGE,VA,https://www.cvs.com/store-locator/details-directions/000392,True,True,2024-08-01,38.238126,-77.149505
6630,"CVS Pharmacy, Inc. #6574",317-984-3623,950 SOUTH PERU ST.,CICERO,IN,https://www.cvs.com/store-locator/details-directions/006574,True,True,2024-08-01,40.124315,-86.014415
6631,Walmart Inc #10-0469,337-474-3503,3415 Gerstner Memorial Blvd,Lake Charles,LA,https://www.walmart.com/store/469,True,True,2024-08-01,30.195294,-93.176397
6632,Walmart Inc #21-Oct,360-427-0171,100 E Wallace Kneeland Bvld,Shelton,WA,https://www.walmart.com/store/2121,True,True,2024-08-01,47.233078,-123.125628
6633,Walmart Inc #Oct-59,662-270-6296,105 Market St,Starkville,MS,https://www.walmart.com/store/5459,True,True,2024-08-01,33.479274,-88.793725
6634,Walmart Inc #10-1502,252-535-1170,251 Premier Blvd,Roanoke Rapids,NC,https://www.walmart.com/store/1502,True,True,2024-08-01,36.428428,-77.634123
6635,Walmart Inc #Oct-45,919-663-6001,14215 US Highway 64 W,Siler City,NC,https://www.walmart.com/store/2845,True,True,2024-08-01,35.733051,-79.428124
6637,Publix Super Markets Inc. #1539,704-380-6134,134 Venture Lane,Statesville,NC,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,35.818277,-80.878509
6639,Walmart Inc #10-1104,352-637-2400,2461 E Gulf To Lake Hwy,Inverness,FL,https://www.walmart.com/store/1104,True,True,2024-08-01,28.857755,-82.392814
6640,"CVS Pharmacy, Inc. #16147",785-832-0312,3201 S IOWA ST,LAWRENCE,KS,https://www.cvs.com/store-locator/details-directions/016147,True,True,2024-08-01,38.925659,-95.264178
6641,Walmart Inc #Oct-78,417-208-0560,2426 S Maiden Ln,Joplin,MO,https://www.walmart.com/store/4478,True,True,2024-08-01,37.063758,-94.533597
6642,Walmart Inc #10-0640,864-234-6971,1451 Woodruff Rd,Greenville,SC,https://www.walmart.com/store/640,True,True,2024-08-01,34.822641,-82.283109
6643,"CVS Pharmacy, Inc. #6727",281-331-1536,1600 SOUTH BYPASS 35,ALVIN,TX,https://www.cvs.com/store-locator/details-directions/006727,True,True,2024-08-01,29.400935,-95.244452
6644,"CVS Pharmacy, Inc. #6899",903-759-3816,1754 W LOOP 281,LONGVIEW,TX,https://www.cvs.com/store-locator/details-directions/006899,True,True,2024-08-01,32.524302,-94.78085
6645,"CVS Pharmacy, Inc. #2269",803-865-6682,4310 HARDSCRABBLE ROAD,COLUMBIA,SC,https://www.cvs.com/store-locator/details-directions/002269,True,True,2024-08-01,34.141336,-80.912572
6647,"CVS Pharmacy, Inc. #2369",732-367-7530,890 BENNETTS MILLS ROAD,JACKSON,NJ,https://www.cvs.com/store-locator/details-directions/002369,True,True,2024-08-01,40.128511,-74.276481
6648,"CVS Pharmacy, Inc. #6183",937-390-2500,2987 DERR RD.,SPRINGFIELD,OH,https://www.cvs.com/store-locator/details-directions/006183,True,True,2024-08-01,39.965576,-83.783806
6649,Stop & Shop #897,732-968-4610,581 STELTON ROAD,PISCATAWAY,NJ,https://stopandshopsched.rxtouch.com/rbssched/program/wellness,True,True,2024-08-01,40.560951,-74.439556
6651,"CVS Pharmacy, Inc. #3024",925-828-3823,7201 REGIONAL ST,DUBLIN,CA,https://www.cvs.com/store-locator/details-directions/003024,True,True,2024-08-01,37.705176,-121.932823
6652,"CVS Pharmacy, Inc. #9973",530-623-5555,1595 MAIN ST.,WEAVERVILLE,CA,https://www.cvs.com/store-locator/details-directions/009973,True,True,2024-08-01,40.722077,-122.927433
6654,"CVS Pharmacy, Inc. #9527",818-763-5562,12100 VENTURA BLVD,STUDIO CITY,CA,https://www.cvs.com/store-locator/details-directions/009527,True,True,2024-08-01,34.143148,-118.395405
6655,Walmart Inc #5-Oct,972-239-4297,4122 LBJ Frwy,Dallas,TX,https://www.walmart.com/store/2105,True,True,2024-08-01,32.921953,-96.841175
6656,Walmart Inc #15-Oct,630-434-0495,2189 75th St,Darien,IL,https://www.walmart.com/store/2215,True,True,2024-08-01,41.748744,-88.000061
6657,Walmart Inc #Oct-57,603-899-6965,750 US Route 202,Rindge,NH,https://www.walmart.com/store/2057,True,True,2024-08-01,42.742688,-72.039965
6658,Walmart Inc #29-Oct,910-429-8675,3030 N Main St,Hope Mills,NC,https://www.walmart.com/store/2929,True,True,2024-08-01,34.980175,-78.965237
6659,Walmart Inc #Oct-98,425-643-8015,15063 Main St,Bellevue,WA,https://www.walmart.com/store/3098,True,True,2024-08-01,47.608902,-122.13947
6660,"CVS Pharmacy, Inc. #6798",812-866-5599,110 E. LA GRANGE RD.,HANOVER,IN,https://www.cvs.com/store-locator/details-directions/006798,True,True,2024-08-01,38.716678,-85.472967
6661,"CVS Pharmacy, Inc. #16702",775-853-8916,6845 SIERRA CENTER PKWY,RENO,NV,https://www.cvs.com/store-locator/details-directions/016702,True,True,2024-08-01,39.463054,-119.780422
6663,Walmart Inc #Oct-63,915-255-4038,12236 Montana Ave,El Paso,TX,https://www.walmart.com/store/3763,True,True,2024-08-01,31.80506,-106.26196
6664,"CVS Pharmacy, Inc. #2532",336-584-6041,1149 UNIVERSITY DR.,BURLINGTON,NC,https://www.cvs.com/store-locator/details-directions/002532,True,True,2024-08-01,36.079072,-79.527807
6665,Publix Super Markets Inc. #427,407-850-4361,3972 Town Center Blvd.,Orlando,FL,https://www.publix.com/pharmacy/pharmacy-services/vaccinations,True,True,2024-08-01,28.361656,-81.424293
6667,Walmart Inc #Oct-69,717-630-9989,1881 Baltimore Pike,Hanover,PA,https://www.walmart.com/store/5469,True,True,2024-08-01,39.76084,-76.961966
